,sequence_index,entry_point,entry_datetime,exit_point,exit_datetime,station_id,station_name,station_lat,station_lon,min_distance_km,model_name,window,split,pc
2221,327,[ -3.5773 -40.4897],2006-12-15 12:56:00.035,[ -3.5773 -40.4897],2006-12-15 12:56:00.035,FZA0M,FORTALEZA,-3.9,-38.39999999999998,234.62954887725314,tw48-30dBG_In-C,3,val,98
2222,57,[6.3392e+00 2.0000e-04],2006-10-23 10:19:58.091,[6.3392e+00 2.0000e-04],2006-10-23 10:19:58.091,IL008,ILORIN,8.5,4.5,551.2512297898633,tw48-30dBG_In-C,3,val,98
2223,153,[7.3866 9.3714],2006-11-10 09:42:59.627,[7.3866 9.3714],2006-11-10 09:42:59.627,IL008,ILORIN,8.5,4.5,550.5668563704047,tw48-30dBG_In-C,3,val,98
2224,57,[-25.4774  17.5593],2006-10-23 08:50:41.025,[-25.4774  17.5593],2006-10-23 08:50:41.025,LV12P,LOUISVALE,-28.5,21.2,492.9838682393373,tw48-30dBG_In-C,3,val,98
2225,387,[-31.7212  25.0467],2006-12-28 08:15:45.197,[-31.7212  25.0467],2006-12-28 08:15:45.197,LV12P,LOUISVALE,-28.5,21.2,514.8978602838366,tw48-30dBG_In-C,3,val,98
2226,99,[-17.5539  31.6437],2006-10-31 07:59:30.565,[-24.9829  29.918 ],2006-10-31 08:01:33.445,MU12K,MADIMBO,-22.39,30.88,304.50010868307874,tw48-30dBG_In-C,3,val,98
2227,326,[-24.5476  28.4056],2006-12-15 08:07:39.008,[-24.5476  28.4056],2006-12-15 08:07:39.008,MU12K,MADIMBO,-22.39,30.88,348.197640157934,tw48-30dBG_In-C,3,val,98
2228,387,[-24.3041  26.9105],2006-12-28 08:13:42.317,[-24.3041  26.9105],2006-12-28 08:13:42.317,MU12K,MADIMBO,-22.39,30.88,457.7034465147872,tw48-30dBG_In-C,3,val,98
2229,57,[34.0182 30.9926],2006-10-23 08:34:18.431,[34.0182 30.9926],2006-10-23 08:34:18.431,NI135,NICOSIA,35.03,33.16,228.2107126581267,tw48-30dBG_In-C,3,val,98
2230,270,[  32.9958 -119.5052],2006-12-04 18:35:12.740,[  32.9958 -119.5052],2006-12-04 18:35:12.740,PA836,PT ARGUELLO,34.8,-120.5,220.62649307967058,tw48-30dBG_In-C,3,val,98
2231,327,[ -3.5773 -40.4897],2006-12-15 12:56:00.035,[ -3.5773 -40.4897],2006-12-15 12:56:00.035,SAA0K,SAOLUIS,-2.6,-44.19999999999999,426.05459446656477,tw48-30dBG_In-C,3,val,98
2232,328,[ 35.9934 -80.3943],2006-12-15 16:01:11.810,[ 35.9934 -80.3943],2006-12-15 16:01:11.810,WP937,WALLOPS IS,37.9,-75.5,483.76615908012263,tw48-30dBG_In-C,3,val,98
2233,428,[ 38.2312 -99.9456],2007-03-30 17:20:12.893,[ 38.2312 -99.9456],2007-03-30 17:20:12.893,BC840,BOULDER,40.0,-105.30000000000001,501.95841888118474,tw48-30dBG_In-C,4,val,98
2234,34,[ 20.7195 107.171 ],2007-01-07 03:19:27.163,[ 20.7195 107.171 ],2007-01-07 03:19:27.163,HA419,HAINAN,19.4,109.0,240.8739305090352,tw48-30dBG_In-C,4,val,98
2235,294,[ 13.5628 165.1773],2007-02-28 23:22:26.381,[  6.1136 163.5809],2007-02-28 23:24:29.261,KJ609,KWAJALEIN,9.0,167.2,511.9772967066542,tw48-30dBG_In-C,4,val,98
2236,265,[-23.6504  31.5276],2007-02-23 07:55:08.929,[-23.6504  31.5276],2007-02-23 07:55:08.929,MU12K,MADIMBO,-22.39,30.88,155.02990575268245,tw48-30dBG_In-C,4,val,98
2237,428,[  32.8602 -125.9784],2007-03-30 18:59:44.449,[  32.8602 -125.9784],2007-03-30 18:59:44.449,PA836,PT ARGUELLO,34.8,-120.5,549.9790729387132,tw48-30dBG_In-C,4,val,98
2238,34,[ 6.0808 79.4556],2007-01-07 05:01:31.287,[ 6.0808 79.4556],2007-01-07 05:01:31.287,TM308,TRIVANDRUM,8.54,76.87,395.073957680195,tw48-30dBG_In-C,4,val,98
2239,273,[ -5.3238 -18.3696],2007-05-21 11:24:33.780,[ -5.3238 -18.3696],2007-05-21 11:24:33.780,AS00Q,ASCENSION ISLAND,-7.95,-14.399999999999977,526.7554329275308,tw48-30dBG_In-C,5,val,98
2240,43,[38.0568 19.4507],2007-04-09 09:22:19.486,[38.0568 19.4507],2007-04-09 09:22:19.486,AT138,ATHENS,38.0,23.5,354.7022095049779,tw48-30dBG_In-C,5,val,98
2241,258,[  38.7784 -107.6505],2007-05-18 17:50:43.551,[  38.7784 -107.6505],2007-05-18 17:50:43.551,BC840,BOULDER,40.0,-105.30000000000001,243.40668638524903,tw48-30dBG_In-C,5,val,98
2242,396,[  37.4211 -103.5693],2007-06-12 17:32:43.558,[  37.4211 -103.5693],2007-06-12 17:32:43.558,BC840,BOULDER,40.0,-105.30000000000001,323.68269520853096,tw48-30dBG_In-C,5,val,98
2243,416,[  37.08   -102.1558],2007-06-15 17:26:42.807,[  37.08   -102.1558],2007-06-15 17:26:42.807,BC840,BOULDER,40.0,-105.30000000000001,424.44215579963344,tw48-30dBG_In-C,5,val,98
2244,447,[  38.8357 -106.2902],2007-06-22 17:44:43.638,[  38.8357 -106.2902],2007-06-22 17:44:43.638,BC840,BOULDER,40.0,-105.30000000000001,154.90472560176767,tw48-30dBG_In-C,5,val,98
2245,258,[ 29.3837 -85.7357],2007-05-18 16:15:16.405,[ 29.3837 -85.7357],2007-05-18 16:15:16.405,EG931,EGLIN AFB,30.5,-86.5,144.3278467785992,tw48-30dBG_In-C,5,val,98
2246,396,[ 28.0208 -81.5938],2007-06-12 15:57:16.412,[ 28.0208 -81.5938],2007-06-12 15:57:16.412,EG931,EGLIN AFB,30.5,-86.5,549.919626571011,tw48-30dBG_In-C,5,val,98
2247,447,[ 29.4351 -84.3789],2007-06-22 16:09:16.492,[ 29.4351 -84.3789],2007-06-22 16:09:16.492,EG931,EGLIN AFB,30.5,-86.5,236.14826007965763,tw48-30dBG_In-C,5,val,98
2248,273,[39.3172 -7.9192],2007-05-21 11:12:16.500,[39.3172 -7.9192],2007-05-21 11:12:16.500,EA036,EL ARENOSILLO,37.1,-6.699999999999989,268.56330436239375,tw48-30dBG_In-C,5,val,98
2249,238,[ 20.6062 106.7156],2007-05-15 03:19:28.565,[ 20.6062 106.7156],2007-05-15 03:19:28.565,HA419,HAINAN,19.4,109.0,273.78533007148934,tw48-30dBG_In-C,5,val,98
2250,325,[ 20.5823 106.6408],2007-05-31 03:19:29.031,[ 20.5823 106.6408],2007-05-31 03:19:29.031,HA419,HAINAN,19.4,109.0,279.38099218753575,tw48-30dBG_In-C,5,val,98
2251,379,[ 21.1252 111.3223],2007-06-09 03:00:57.182,[ 21.1252 111.3223],2007-06-09 03:00:57.182,HA419,HAINAN,19.4,109.0,308.9935845176896,tw48-30dBG_In-C,5,val,98
2252,399,[ 21.1614 105.1837],2007-06-13 03:25:27.648,[ 21.1614 105.1837],2007-06-13 03:25:27.648,HA419,HAINAN,19.4,109.0,443.595500963631,tw48-30dBG_In-C,5,val,98
2253,484,[ 20.5179 104.8857],2007-06-29 03:25:57.159,[ 20.5179 104.8857],2007-06-29 03:25:57.159,HA419,HAINAN,19.4,109.0,447.59860135159204,tw48-30dBG_In-C,5,val,98
2254,0,[ 40.936 130.67 ],2007-04-01 02:00:19.187,[ 33.5212 128.4927],2007-04-01 02:02:22.067,IC437,I-CHEON,37.14,127.54,411.5616292628573,tw48-30dBG_In-C,5,val,98
2255,464,[ 33.5446 131.1353],2007-06-26 01:50:21.342,[ 33.5446 131.1353],2007-06-26 01:50:21.342,IC437,I-CHEON,37.14,127.54,515.8271278488177,tw48-30dBG_In-C,5,val,98
2256,273,[7.5238 8.8425],2007-05-21 09:42:59.300,[7.5238 8.8425],2007-05-21 09:42:59.300,IL008,ILORIN,8.5,4.5,490.3097394861898,tw48-30dBG_In-C,5,val,98
2257,0,[ 33.5212 128.4927],2007-04-01 02:02:22.067,[ 33.5212 128.4927],2007-04-01 02:02:22.067,JJ433,JEJU,33.43,126.3,203.62206399732236,tw48-30dBG_In-C,5,val,98
2258,464,[ 33.5446 131.1353],2007-06-26 01:50:21.342,[ 33.5446 131.1353],2007-06-26 01:50:21.342,JJ433,JEJU,33.43,126.3,448.5544703175354,tw48-30dBG_In-C,5,val,98
2259,264,[ -7.3702 -77.0066],2007-05-19 15:17:58.606,[-14.852  -78.6175],2007-05-19 15:20:02.144,JI91J,JICAMARCA,-12.0,-76.80000000000001,373.0980710388955,tw48-30dBG_In-C,5,val,98
2260,88,[  6.0407 163.3897],2007-04-17 23:24:30.455,[  6.0407 163.3897],2007-04-17 23:24:30.455,KJ609,KWAJALEIN,9.0,167.2,533.547859086753,tw48-30dBG_In-C,5,val,98
2261,0,[-18.4335 116.8703],2007-04-01 02:16:39.761,[-25.8625 115.1331],2007-04-01 02:18:42.641,LM42B,LEARMONTH,-21.8,114.1,463.78302613517417,tw48-30dBG_In-C,5,val,98
2262,43,[-17.8284  31.185 ],2007-04-09 07:59:39.842,[-25.2575  29.4585],2007-04-09 08:01:42.722,MU12K,MADIMBO,-22.39,30.88,350.0961462877486,tw48-30dBG_In-C,5,val,98
2263,238,[ 5.4631 78.9014],2007-05-15 05:01:40.992,[ 5.4631 78.9014],2007-05-15 05:01:40.992,TM308,TRIVANDRUM,8.54,76.87,409.0340360728165,tw48-30dBG_In-C,5,val,98
2264,261,[ 6.0408 72.8785],2007-05-19 05:26:02.100,[ 6.0408 72.8785],2007-05-19 05:26:02.100,TM308,TRIVANDRUM,8.54,76.87,520.5878336037337,tw48-30dBG_In-C,5,val,98
2265,399,[ 6.5902 77.4793],2007-06-13 05:07:30.667,[ 6.5902 77.4793],2007-06-13 05:07:30.667,TM308,TRIVANDRUM,8.54,76.87,226.97132600414594,tw48-30dBG_In-C,5,val,98
2266,484,[ 5.7861 77.1592],2007-06-29 05:08:02.945,[ 5.7861 77.1592],2007-06-29 05:08:02.945,TM308,TRIVANDRUM,8.54,76.87,307.87756835775883,tw48-30dBG_In-C,5,val,98
2267,396,[ 35.4489 -79.6253],2007-06-12 15:55:13.532,[ 35.4489 -79.6253],2007-06-12 15:55:13.532,WP937,WALLOPS IS,37.9,-75.5,457.7810329310916,tw48-30dBG_In-C,5,val,98
2268,444,[ 36.2934 -74.8565],2007-06-21 15:36:43.211,[ 36.2934 -74.8565],2007-06-21 15:36:43.211,WP937,WALLOPS IS,37.9,-75.5,187.53963654261955,tw48-30dBG_In-C,5,val,98
2269,379,[ 28.5647 113.1126],2007-06-09 02:58:54.302,[ 28.5647 113.1126],2007-06-09 02:58:54.302,WU430,WUHAN,30.5,114.4,248.63597409019135,tw48-30dBG_In-C,5,val,98
2270,75,[  36.9976 -104.0583],2007-07-14 17:33:43.510,[  36.9976 -104.0583],2007-07-14 17:33:43.510,BC840,BOULDER,40.0,-105.30000000000001,350.89268386478255,tw48-30dBG_In-C,6,val,98
2271,75,[ 29.4035 -81.609 ],2007-07-14 15:57:46.363,[ 29.4035 -81.609 ],2007-07-14 15:57:46.363,EG931,EGLIN AFB,30.5,-86.5,486.6909290668219,tw48-30dBG_In-C,6,val,98
2272,468,[  7.7652 162.8872],2007-09-24 23:24:30.999,[  7.7652 162.8872],2007-09-24 23:24:30.999,KJ609,KWAJALEIN,9.0,167.2,493.8956850946296,tw48-30dBG_In-C,6,val,98
2273,52,[ 36.3107 -73.5621],2007-07-10 15:31:12.826,[ 36.3107 -73.5621],2007-07-10 15:31:12.826,WP937,WALLOPS IS,37.9,-75.5,246.49304926529837,tw48-30dBG_In-C,6,val,98
2274,75,[ 36.8287 -79.595 ],2007-07-14 15:55:43.483,[ 36.8287 -79.595 ],2007-07-14 15:55:43.483,WP937,WALLOPS IS,37.9,-75.5,380.9641811565902,tw48-30dBG_In-C,6,val,98
2275,399,[ 36.2742 -73.89  ],2007-09-12 15:31:12.791,[ 36.2742 -73.89  ],2007-09-12 15:31:12.791,WP937,WALLOPS IS,37.9,-75.5,230.37479457716725,tw48-30dBG_In-C,6,val,98
2276,411,[-11.9232 -11.7119],2007-12-17 10:49:36.552,[-11.9232 -11.7119],2007-12-17 10:49:36.552,AS00Q,ASCENSION ISLAND,-7.95,-14.399999999999977,530.8785772795737,tw48-30dBG_In-C,7,val,98
2277,256,[39.1802 26.3444],2007-11-18 08:51:17.126,[39.1802 26.3444],2007-11-18 08:51:17.126,AT138,ATHENS,38.0,23.5,279.8687306276356,tw48-30dBG_In-C,7,val,98
2278,312,[38.4994 22.9993],2007-11-28 09:03:45.828,[38.4994 22.9993],2007-11-28 09:03:45.828,AT138,ATHENS,38.0,23.5,70.67767253659134,tw48-30dBG_In-C,7,val,98
2279,411,[39.9925 24.8431],2007-12-17 08:57:16.699,[39.9925 24.8431],2007-12-17 08:57:16.699,AT138,ATHENS,38.0,23.5,250.1101614659561,tw48-30dBG_In-C,7,val,98
2280,367,[  37.0453 -103.1406],2007-12-08 17:26:43.123,[  37.0453 -103.1406],2007-12-08 17:26:43.123,BC840,BOULDER,40.0,-105.30000000000001,378.4304930489804,tw48-30dBG_In-C,7,val,98
2281,405,[ 40.5995 130.7375],2007-12-16 01:54:18.870,[ 33.1831 128.5801],2007-12-16 01:56:21.750,IC437,I-CHEON,37.14,127.54,450.0224464375906,tw48-30dBG_In-C,7,val,98
2282,405,[ 33.1831 128.5801],2007-12-16 01:56:21.750,[ 33.1831 128.5801],2007-12-16 01:56:21.750,JJ433,JEJU,33.43,126.3,213.6578695544398,tw48-30dBG_In-C,7,val,98
2283,35,[  6.7381 168.7963],2007-10-06 23:00:00.884,[  6.7381 168.7963],2007-10-06 23:00:00.884,KJ609,KWAJALEIN,9.0,167.2,306.87133495711254,tw48-30dBG_In-C,7,val,98
2284,204,[ 12.9439 170.0124],2007-11-07 22:57:58.041,[  5.4942 168.4234],2007-11-07 23:00:00.921,KJ609,KWAJALEIN,9.0,167.2,412.5178709278644,tw48-30dBG_In-C,7,val,98
2285,239,[  6.9672 164.0881],2007-11-14 23:18:00.771,[  6.9672 164.0881],2007-11-14 23:18:00.771,KJ609,KWAJALEIN,9.0,167.2,410.4934912559159,tw48-30dBG_In-C,7,val,98
2286,254,[  6.538  165.5063],2007-11-17 23:12:00.948,[  6.538  165.5063],2007-11-17 23:12:00.948,KJ609,KWAJALEIN,9.0,167.2,331.3013084162063,tw48-30dBG_In-C,7,val,98
2287,405,[-18.7752 116.9973],2007-12-16 02:10:39.443,[-26.2043 115.2578],2007-12-16 02:12:42.323,LM42B,LEARMONTH,-21.8,114.1,452.1137286296762,tw48-30dBG_In-C,7,val,98
2288,151,[-25.7498  17.6535],2007-10-29 08:44:41.118,[-25.7498  17.6535],2007-10-29 08:44:41.118,LV12P,LOUISVALE,-28.5,21.2,465.4628648896296,tw48-30dBG_In-C,7,val,98
2289,169,[-26.259   19.0485],2007-11-01 08:38:40.390,[-26.259   19.0485],2007-11-01 08:38:40.390,LV12P,LOUISVALE,-28.5,21.2,327.4335162373407,tw48-30dBG_In-C,7,val,98
2290,312,[-25.0919  32.9409],2007-11-28 07:43:13.596,[-25.0919  32.9409],2007-11-28 07:43:13.596,MU12K,MADIMBO,-22.39,30.88,366.4047147307749,tw48-30dBG_In-C,7,val,98
2291,393,[-24.8065  32.8824],2007-12-14 07:43:13.733,[-24.8065  32.8824],2007-12-14 07:43:13.733,MU12K,MADIMBO,-22.39,30.88,337.3753106831647,tw48-30dBG_In-C,7,val,98
2292,151,[33.7057 31.0157],2007-10-29 08:28:19.305,[33.7057 31.0157],2007-10-29 08:28:19.305,NI135,NICOSIA,35.03,33.16,245.79178642385327,tw48-30dBG_In-C,7,val,98
2293,169,[33.022  32.3486],2007-11-01 08:22:21.457,[33.022  32.3486],2007-11-01 08:22:21.457,NI135,NICOSIA,35.03,33.16,235.4652596829032,tw48-30dBG_In-C,7,val,98
2294,399,[ 6.8458 81.1075],2007-12-15 04:49:03.781,[ 6.8458 81.1075],2007-12-15 04:49:03.781,TM308,TRIVANDRUM,8.54,76.87,503.49952848518313,tw48-30dBG_In-C,7,val,98
2295,53,[ 36.45   -75.3871],2007-10-11 15:36:40.975,[ 36.45   -75.3871],2007-10-11 15:36:40.975,WP937,WALLOPS IS,37.9,-75.5,161.5428128298516,tw48-30dBG_In-C,7,val,98
2296,367,[ 36.9513 -78.6559],2007-12-08 15:48:41.969,[ 36.9513 -78.6559],2007-12-08 15:48:41.969,WP937,WALLOPS IS,37.9,-75.5,297.95845753118294,tw48-30dBG_In-C,7,val,98
2297,341,[ 29.3375 -84.1464],2008-03-07 16:01:45.932,[ 29.3375 -84.1464],2008-03-07 16:01:45.932,EG931,EGLIN AFB,30.5,-86.5,261.06815021918635,tw48-30dBG_In-C,8,val,98
2298,66,[  4.9088 169.5122],2008-01-13 22:53:30.141,[  4.9088 169.5122],2008-01-13 22:53:30.141,KJ609,KWAJALEIN,9.0,167.2,521.5921666453978,tw48-30dBG_In-C,8,val,98
2299,365,[ 13.0856 167.8636],2008-03-11 23:02:58.137,[  5.6354 166.2765],2008-03-11 23:05:01.017,KJ609,KWAJALEIN,9.0,167.2,387.73926836901165,tw48-30dBG_In-C,8,val,98
2300,45,[-25.3149  21.9932],2008-01-10 08:25:41.217,[-32.7311  20.1106],2008-01-10 08:27:44.097,LV12P,LOUISVALE,-28.5,21.2,362.79162703699546,tw48-30dBG_In-C,8,val,98
2301,45,[33.9893 35.317 ],2008-01-10 08:09:21.949,[33.9893 35.317 ],2008-01-10 08:09:21.949,NI135,NICOSIA,35.03,33.16,229.01867053680408,tw48-30dBG_In-C,8,val,98
2302,212,[  33.0877 -119.7205],2008-02-12 18:27:44.858,[  33.0877 -119.7205],2008-02-12 18:27:44.858,PA836,PT ARGUELLO,34.8,-120.5,203.52245289696043,tw48-30dBG_In-C,8,val,98
2303,431,[  38.8816 -107.7632],2008-06-21 17:40:13.618,[  38.8816 -107.7632],2008-06-21 17:40:13.618,BC840,BOULDER,40.0,-105.30000000000001,245.3591453981444,tw48-30dBG_In-C,9,val,98
2304,59,[ 28.2474 -91.0429],2008-04-12 16:27:15.666,[ 28.2474 -91.0429],2008-04-12 16:27:15.666,EG931,EGLIN AFB,30.5,-86.5,506.4062329163242,tw48-30dBG_In-C,9,val,98
2305,431,[ 29.7859 -85.7753],2008-06-21 16:04:43.794,[ 29.7859 -85.7753],2008-06-21 16:04:43.794,EG931,EGLIN AFB,30.5,-86.5,105.64606056022876,tw48-30dBG_In-C,9,val,98
2306,382,[ 40.3639 131.9003],2008-06-12 01:43:19.443,[ 32.9431 129.7573],2008-06-12 01:45:22.323,IC437,I-CHEON,37.14,127.54,508.41572791734814,tw48-30dBG_In-C,9,val,98
2307,382,[ 32.9431 129.7573],2008-06-12 01:45:22.323,[ 32.9431 129.7573],2008-06-12 01:45:22.323,JJ433,JEJU,33.43,126.3,326.23769769681184,tw48-30dBG_In-C,9,val,98
2308,382,[-19.2871 118.1493],2008-06-12 01:59:44.113,[-19.2871 118.1493],2008-06-12 01:59:44.113,LM42B,LEARMONTH,-21.8,114.1,505.7641575881307,tw48-30dBG_In-C,9,val,98
2309,247,[ 36.465 -72.456],2008-05-15 15:18:11.023,[ 36.465 -72.456],2008-05-15 15:18:11.023,WP937,WALLOPS IS,37.9,-75.5,313.31514068384445,tw48-30dBG_In-C,9,val,98
2310,58,[40.4966 28.7962],2008-07-12 08:34:48.764,[40.4966 28.7962],2008-07-12 08:34:48.764,AT138,ATHENS,38.0,23.5,533.7597165039283,tw48-30dBG_In-C,10,val,98
2311,434,[  39.0639 -108.1533],2008-09-17 17:38:40.542,[  39.0639 -108.1533],2008-09-17 17:38:40.542,BC840,BOULDER,40.0,-105.30000000000001,265.90442860733384,tw48-30dBG_In-C,10,val,98
2312,144,[-25.0625  23.3292],2008-07-27 08:13:38.312,[-32.4824  21.4566],2008-07-27 08:15:41.192,LV12P,LOUISVALE,-28.5,21.2,436.75015108749534,tw48-30dBG_In-C,10,val,98
2313,144,[34.3473 36.6623],2008-07-27 07:57:17.717,[34.3473 36.6623],2008-07-27 07:57:17.717,NI135,NICOSIA,35.03,33.16,329.0734546576822,tw48-30dBG_In-C,10,val,98
2314,357,[ 6.0163 79.7064],2008-09-04 04:45:04.496,[ 6.0163 79.7064],2008-09-04 04:45:04.496,TM308,TRIVANDRUM,8.54,76.87,420.24882475277394,tw48-30dBG_In-C,10,val,98
2315,426,[ 36.8479 -76.7817],2008-09-16 15:31:13.771,[ 36.8479 -76.7817],2008-09-16 15:31:13.771,WP937,WALLOPS IS,37.9,-75.5,162.82668438016321,tw48-30dBG_In-C,10,val,98
2316,343,[39.2586 27.9505],2008-12-22 08:32:17.158,[39.2586 27.9505],2008-12-22 08:32:17.158,AT138,ATHENS,38.0,23.5,411.0908454586275,tw48-30dBG_In-C,11,val,98
2317,39,[ 29.7195 -89.6958],2008-10-07 16:16:16.167,[ 29.7195 -89.6958],2008-10-07 16:16:16.167,EG931,EGLIN AFB,30.5,-86.5,319.40941742406676,tw48-30dBG_In-C,11,val,98
2318,96,[38.9615 -9.3209],2008-10-26 11:02:16.009,[38.9615 -9.3209],2008-10-26 11:02:16.009,EA036,EL ARENOSILLO,37.1,-6.699999999999989,309.0685787618565,tw48-30dBG_In-C,11,val,98
2319,115,[ 33.4726 130.5591],2008-10-30 01:37:52.355,[ 33.4726 130.5591],2008-10-30 01:37:52.355,IC437,I-CHEON,37.14,127.54,491.2069155861629,tw48-30dBG_In-C,11,val,98
2320,96,[7.2996 7.4972],2008-10-26 09:32:58.809,[7.2996 7.4972],2008-10-26 09:32:58.809,IL008,ILORIN,8.5,4.5,356.0690749590831,tw48-30dBG_In-C,11,val,98
2321,115,[ 33.4726 130.5591],2008-10-30 01:37:52.355,[ 33.4726 130.5591],2008-10-30 01:37:52.355,JJ433,JEJU,33.43,126.3,395.1435454616208,tw48-30dBG_In-C,11,val,98
2322,39,[-14.6155 -74.9085],2008-10-07 14:50:27.192,[-14.6155 -74.9085],2008-10-07 14:50:27.192,JI91J,JICAMARCA,-12.0,-76.80000000000001,355.6217241397698,tw48-30dBG_In-C,11,val,98
2323,47,[ -8.3904 -79.1373],2008-10-11 15:10:53.035,[ -8.3904 -79.1373],2008-10-11 15:10:53.035,JI91J,JICAMARCA,-12.0,-76.80000000000001,475.9238585320527,tw48-30dBG_In-C,11,val,98
2324,4,[ 13.1211 164.586 ],2008-10-01 23:08:32.262,[ 13.1211 164.586 ],2008-10-01 23:08:32.262,KJ609,KWAJALEIN,9.0,167.2,539.7460922556536,tw48-30dBG_In-C,11,val,98
2325,67,[  6.0634 163.3626],2008-10-14 23:09:00.565,[  6.0634 163.3626],2008-10-14 23:09:00.565,KJ609,KWAJALEIN,9.0,167.2,534.348019338952,tw48-30dBG_In-C,11,val,98
2326,305,[  6.2127 170.5878],2008-12-14 22:39:00.056,[  6.2127 170.5878],2008-12-14 22:39:00.056,KJ609,KWAJALEIN,9.0,167.2,485.23295434883096,tw48-30dBG_In-C,11,val,98
2327,161,[  32.9116 -125.6956],2008-11-07 18:42:16.278,[  32.9116 -125.6956],2008-11-07 18:42:16.278,PA836,PT ARGUELLO,34.8,-120.5,523.6131663683441,tw48-30dBG_In-C,11,val,98
2328,310,[  32.6692 -117.3133],2008-12-15 18:07:45.978,[  32.6692 -117.3133],2008-12-15 18:07:45.978,PA836,PT ARGUELLO,34.8,-120.5,378.0795183238326,tw48-30dBG_In-C,11,val,98
2329,316,[  33.0663 -124.7244],2008-12-16 18:37:42.372,[  33.0663 -124.7244],2008-12-16 18:37:42.372,PA836,PT ARGUELLO,34.8,-120.5,434.74824430096857,tw48-30dBG_In-C,11,val,98
2330,39,[ 22.4214 -66.9658],2008-10-07 14:40:16.341,[ 15.073  -68.6204],2008-10-07 14:42:17.558,PRJ18,RAMEY,18.5,-67.10000000000002,414.0030556066041,tw48-30dBG_In-C,11,val,98
2331,79,[ 6.1468 74.8552],2008-10-17 05:03:03.023,[ 6.1468 74.8552],2008-10-17 05:03:03.023,TM308,TRIVANDRUM,8.54,76.87,346.6700021440124,tw48-30dBG_In-C,11,val,98
2332,354,[ 5.9277 78.3602],2008-12-24 04:47:33.272,[ 5.9277 78.3602],2008-12-24 04:47:33.272,TM308,TRIVANDRUM,8.54,76.87,333.75565585901296,tw48-30dBG_In-C,11,val,98
2333,342,[  37.4613 -105.0399],2009-03-05 17:20:43.661,[  37.4613 -105.0399],2009-03-05 17:20:43.661,BC840,BOULDER,40.0,-105.30000000000001,283.1906978145446,tw48-30dBG_In-C,12,val,98
2334,78,[ 32.833  132.1417],2009-01-16 01:29:21.654,[ 32.833  132.1417],2009-01-16 01:29:21.654,JJ433,JEJU,33.43,126.3,547.9205977254817,tw48-30dBG_In-C,12,val,98
2335,28,[-24.9757  22.8986],2009-01-06 08:10:44.746,[-32.3952  21.0235],2009-01-06 08:12:47.626,LV12P,LOUISVALE,-28.5,21.2,426.6269146557744,tw48-30dBG_In-C,12,val,98
2336,251,[-25.7153  25.3969],2009-02-17 07:59:13.862,[-25.7153  25.3969],2009-02-17 07:59:13.862,LV12P,LOUISVALE,-28.5,21.2,518.0442662304473,tw48-30dBG_In-C,12,val,98
2337,261,[-23.3703  35.4175],2009-02-19 07:20:41.611,[-23.3703  35.4175],2009-02-19 07:20:41.611,MU12K,MADIMBO,-22.39,30.88,477.43302400937625,tw48-30dBG_In-C,12,val,98
2338,28,[34.4953 36.2856],2009-01-06 07:54:23.045,[34.4953 36.2856],2009-01-06 07:54:23.045,NI135,NICOSIA,35.03,33.16,291.6317818900698,tw48-30dBG_In-C,12,val,98
2339,161,[32.625  28.7444],2009-02-02 08:22:22.046,[32.625  28.7444],2009-02-02 08:22:22.046,NI135,NICOSIA,35.03,33.16,487.64329256689877,tw48-30dBG_In-C,12,val,98
2340,251,[33.7513 38.7472],2009-02-17 07:42:52.294,[33.7513 38.7472],2009-02-17 07:42:52.294,NI135,NICOSIA,35.03,33.16,531.9392565577394,tw48-30dBG_In-C,12,val,98
2341,88,[  39.3112 -118.5411],2009-01-17 18:17:40.363,[  32.0629 -120.5985],2009-01-17 18:19:40.363,PA836,PT ARGUELLO,34.8,-120.5,304.48922089265994,tw48-30dBG_In-C,12,val,98
2342,223,[  39.0012 -118.1545],2009-02-12 18:15:10.298,[  31.7517 -120.1988],2009-02-12 18:17:10.298,PA836,PT ARGUELLO,34.8,-120.5,340.1099123816564,tw48-30dBG_In-C,12,val,98
2343,265,[  32.8339 -123.5533],2009-02-19 18:31:15.683,[  32.8339 -123.5533],2009-02-19 18:31:15.683,PA836,PT ARGUELLO,34.8,-120.5,356.8419256245971,tw48-30dBG_In-C,12,val,98
2344,190,[ 33.2995 130.5678],2009-05-07 01:32:51.312,[ 33.2995 130.5678],2009-05-07 01:32:51.312,IC437,I-CHEON,37.14,127.54,507.8791524751051,tw48-30dBG_In-C,13,val,98
2345,190,[ 33.2995 130.5678],2009-05-07 01:32:51.312,[ 33.2995 130.5678],2009-05-07 01:32:51.312,JJ433,JEJU,33.43,126.3,396.58232596368293,tw48-30dBG_In-C,13,val,98
2346,395,[-32.2744  24.0965],2009-06-24 07:55:43.659,[-32.2744  24.0965],2009-06-24 07:55:43.659,LV12P,LOUISVALE,-28.5,21.2,503.2625987279554,tw48-30dBG_In-C,13,val,98
2347,233,[-24.5768  32.952 ],2009-05-15 07:27:13.678,[-24.5768  32.952 ],2009-05-15 07:27:13.678,MU12K,MADIMBO,-22.39,30.88,322.1361713500395,tw48-30dBG_In-C,13,val,98
2348,309,[  32.8772 -125.529 ],2009-05-28 18:36:11.945,[  32.8772 -125.529 ],2009-05-28 18:36:11.945,PA836,PT ARGUELLO,34.8,-120.5,511.23498997373673,tw48-30dBG_In-C,13,val,98
