Naming,RST_Median,RST_99.7,Q_all,Q_tr_all,z_va_all,z_tr_all,z_tr_err32_all,z_va_err32_all,z_tr_err68_all,z_va_err68_all,avg_train_all,err_train_all,avg_val_all,err_val_all,mode,tw,label_name
sw22_tw6-30dBG_E,13.0,19.5,1.2207025371863764,1.1858337459042758,0.1353265607046926,0.5316634752804864,0.0043655681427355,-0.2191498700172334,0.9192535791919132,0.989696473793886,17.44906921964247,1.6174895906365745,15.689022640777027,2.2925359846708058,all,6,SW22x22_TW6
sw22_tw6-30dBG_In-A,13.0,19.5,0.8901589587802634,0.689506999655786,0.1341175918775981,-0.214654605837253,-0.4682184025716211,0.0951686950825792,0.0413087658634798,0.5687506144570783,12.29355217301356,1.3709167902403072,15.400443442722857,2.3850534757467945,all,6,SW22x22_TW6
sw22_tw6-30dBG_In-B,13.0,19.5,0.978484902884266,1.112381936358917,0.15317148070224,0.282400724324216,0.0698799091806868,-0.1224980395888109,0.5316134945931899,0.4920260148638405,15.786344617418909,1.5079483690379147,16.333455310332248,2.569741606783861,all,6,SW22x22_TW6
sw22_tw6-30dBG_In-C,13.0,19.5,0.8644716157983122,1.000690087670633,-0.0220700052279905,0.3450131752194765,-0.098626917498424,-0.2344473443046888,0.8505354335427207,0.3544512628271068,15.930438861624417,1.5149013140490946,13.685544115231616,2.4159649205955405,all,6,SW22x22_TW6
sw22_tw6-30dBG_In-D,13.0,19.5,1.055723131730367,0.9757562830642909,0.3320883947307348,0.5343346314512564,0.1416481037780116,0.2398560990130314,0.8734854685632569,0.8549110252629333,16.90144860379805,1.55243592088203,18.31190232912352,2.7546184042251323,all,6,SW22x22_TW6
sw22_tw6-30dBG_In-E,13.0,19.5,1.0200041743343622,1.312277675945221,0.4322949912672386,0.0724580358963866,-0.1541875944133472,-0.0071417496373602,0.8505354335427207,1.0951847511616963,14.936352066200447,1.4769506093684015,17.777403098299825,2.399607239845159,all,6,SW22x22_TW6
SW2023-tw48-30dBG_A,55.50000000000001,66.0,2.040588019945789,1.860592270223259,0.4769328891326588,1.148787694399381,0.4656034184374498,0.1632418227431064,1.9139280001213792,1.1135808062641397,63.57005201680873,2.027320024484406,61.18258408258408,3.237507366930134,all,48,SW23x20_TW48
SW2023-tw48-30dBG_B,55.50000000000001,66.0,1.747485919829303,1.9021487674594908,0.6918509442065873,1.0934744864817176,0.4402216810085098,0.3764880473850613,1.568056466882915,1.1819916757969473,62.96446512832711,2.034049659242516,61.96914196914198,3.155581374539625,all,48,SW23x20_TW48
SW2023-tw48-30dBG_C,55.50000000000001,66.0,1.7681124391763985,2.365270756824906,0.9172291363263744,1.8283917818514293,0.8041452791199735,0.5449243011416238,2.3975176815157853,1.8179617115552515,68.21604133697163,1.973249073827812,64.42247875581208,3.185797042537592,all,48,SW23x20_TW48
SW2023-tw48-30dBG_D,55.50000000000001,66.0,2.019499660715791,2.272549333895636,1.1118199403948787,1.8776007800123224,1.0480503543302324,0.3002581229469555,2.7079915619724355,1.6944332684309122,68.8762876624781,1.9675215702249296,66.07566482566482,3.291046750117114,all,48,SW23x20_TW48
SW2023-tw48-30dBG_E,55.50000000000001,66.0,1.7819417039915502,5.781106384121438,0.8916148801564003,4.566495500762588,2.240943706274198,0.2549013698803805,6.058261653528946,0.9516567329538136,78.59982635739152,1.7044399181024796,63.14830259707004,3.0594078337207287,all,48,SW23x20_TW48
SW2023-tw48-30dBG_In-A,55.50000000000001,66.0,1.195281738930635,2.120792685234214,0.7077820037714002,1.398037253989612,0.5783516560207378,0.2499455409364418,2.287749024289544,1.1128681368098794,65.09000521595476,1.9513840407720464,63.821654853117074,3.4239937149017625,all,48,SW23x20_TW48
SW2023-tw48-30dBG_In-B,55.50000000000001,66.0,1.9724461846433468,2.035898510663928,1.122014262018017,1.4667842375279818,0.5111033511964532,0.6025744767246607,2.287749024289544,1.3486254071860724,65.84765644528187,1.9501219658021904,66.43619268359518,3.246090911738864,all,48,SW23x20_TW48
SW2023-tw48-30dBG_In-C,55.50000000000001,66.0,1.465629464278915,2.615543887682257,0.6559179613861938,1.8485873943588165,0.8179323525410471,-0.2130976049505139,2.11197010971571,1.0988194064461174,67.6988781046631,1.9131784789361923,61.9213082668965,3.4149061183744336,all,48,SW23x20_TW48
SW2023-tw48-30dBG_In-D,55.50000000000001,66.0,1.7529676373651024,3.0004287176755167,1.0256257954294532,2.478805292057268,1.907426645292571,0.4225576624052947,3.326990329521625,1.8301769615064456,72.00000340306613,1.842568452525928,65.90043840962957,3.137658529833339,all,48,SW23x20_TW48
SW2023-tw48-30dBG_In-E,55.50000000000001,66.0,2.018544697964514,3.399916697925945,1.0842388771741276,2.5641434627019315,1.2033734801325278,0.0754483658442263,3.33489852995663,1.7378608165410423,71.43225504301418,1.8385918201744489,65.82497455215508,3.065566288797173,all,48,SW23x20_TW48
